969,Construction,Ravi Pillai,$3.4 B,India
970,Snapchat,Bobby Murphy,$3.4 B,United States
971,Generic drugs,Maurizio Billi,$3.4 B,Brazil
972,Private equity,Jonathan Nelson,$3.4 B,United States
973,Beauty products,Reinold Geiger,$3.4 B,Austria
974,EBay,Meg Whitman,$3.3 B,United States
975,Car dealerships,Walter Frey,$3.3 B,Switzerland
976,Pharmaceuticals,P.V. Ramprasad Reddy,$3.3 B,India
977,Movie making,Arnon Milchan,$3.3 B,Israel
978,Diversified,Yu Zhuyun,$3.3 B,China
979,Financial services,Li Hua,$3.3 B,China
980,Private equity,Seth Boro,$3.3 B,United States
980,Private equity,Scott Crabill,$3.3 B,United States
980,Private equity,Holden Spaht,$3.3 B,United States
983,Berkshire Hathaway,Stewart Horejsi & family,$3.3 B,United States
984,Real estate,Rita Tong Liu,$3.3 B,Hong Kong
985,Fast food,Jack Cowin,$3.3 B,Australia
986,Business software,Radha Vembu,$3.3 B,India
987,Construction,Maria Del Pino,$3.3 B,Spain
988,"Logistics, transportation",Fernand Huts,$3.3 B,Belgium
989,Software services,Senapathy Gopalakrishnan,$3.3 B,India
990,Healthcare,Shamsheer Vayalil,$3.3 B,India
991,Retail,Sergei Galitsky,$3.3 B,Russia
992,"Airports, investments",Eduardo Eurnekian,$3.3 B,Argentina
993,Jewelry,T.S. Kalyanaraman,$3.3 B,India
994,"Scaffolding, cement mixers",Mohed Altrad,$3.3 B,France
995,Hedge funds,Daniel Loeb,$3.3 B,United States
996,Palm oil,Martua Sitorus,$3.3 B,Indonesia
997,Airport management,Fernando Chico Pardo,$3.3 B,Mexico
998,Steel pipes,Dmitry Pumpyansky,$3.3 B,Russia
999,Mobile phones,John Caudwell,$3.3 B,United Kingdom
1000,Electric power,Michael Polsky,$3.3 B,United States
1000,Manufacturing,Walter Wang,$3.3 B,United States
1002,Investments,Jose Joao Abdalla Filho,$3.3 B,Brazil
1003,"Fashion retail, investments",Giuliana Benetton,$3.3 B,Italy
1004,"Fashion retail, investments",Luciano Benetton,$3.3 B,Italy
1005,Shopping centers,Edward DeBartolo Jr,$3.3 B,United States
1006,Hedge funds,John Arnold,$3.3 B,United States
1007,Mining,Robert Friedland,$3.3 B,United States
1008,"Insurance, beverages",Vanich Chaiyawan,$3.3 B,Thailand
1009,Candy,Giorgio Perfetti,$3.3 B,Italy
1010,Diversified,Kwek Leng Beng,$3.3 B,Singapore
1011,Diversified,Mustafa Rahmi Koc,$3.3 B,Turkey
1012,ABInBev,Alexandre Van Damme,$3.3 B,Belgium
1013,Pharmaceutical services,August Troendle,$3.3 B,United States
1014,Dick's Sporting Goods,Edward Stack,$3.3 B,United States
1015,Packaging,Isabella Seràgnoli,$3.3 B,Italy
1016,Medical technology,Otto Philipp Braun,$3.3 B,Germany
1017,Campbell Soup,Bennett Dorrance,$3.3 B,United States
1018,Diversified,Ramon Ang,$3.3 B,Philippines
1019,Internet,Sanjeev Bikhchandani,$3.3 B,India
1020,Diversified,Mohamed Mansour,$3.3 B,Egypt
1021,"Liquor stores, supermarkets",Sergei Studennikov & family,$3.2 B,Russia
1022,Hospitals,Lutz Mario Helmig & family,$3.2 B,Germany
1023,Private equity,Alfred Gantner,$3.2 B,Switzerland
1023,Private equity,Marcel Erni,$3.2 B,Switzerland
1023,Private equity,Urs Wietlisbach,$3.2 B,Switzerland
1026,Mobile games,Haoyu Cai,$3.2 B,China
1027,Drugstores,Jean Coutu & family,$3.2 B,Canada
1028,Jewelry,Karl Scheufele III & family,$3.2 B,Switzerland
1029,Investment banking,Warren Stephens,$3.2 B,United States
1030,"Charlotte Hornets, endorsements",Michael Jordan,$3.2 B,United States
1031,Pharmaceuticals,Hu Baifan,$3.2 B,China
1032,Private equity,Stephen Deckoff,$3.2 B,United States
1033,Oil & gas,George Bishop,$3.2 B,United States
1034,"Steel, investments",Gerald Frere,$3.2 B,Belgium
1035,Cryptocurrency,Chris Larsen,$3.2 B,United States
1036,Biopharmaceuticals,Kiran Mazumdar-Shaw,$3.2 B,India
1037,Investments,J. Tomilson Hill,$3.2 B,United States
1038,Healthcare,Xue Min,$3.2 B,China
1039,Chewing gum,William Wrigley Jr,$3.2 B,United States
1040,Biotech,Zhao Yan,$3.2 B,China
1041,"Real estate, investments",Nicolas Berggruen,$3.2 B,United States
1042,Liquor,Robert Sands,$3.2 B,United States
1043,Supermarkets,Hortensia Herrero,$3.2 B,Spain
1044,"Johnson & Johnson, New York Jets",Robert Johnson,$3.2 B,United States
1045,Software,Yi Zheng,$3.2 B,China
1046,Agrochemicals,Salil Singhal,$3.2 B,India
1047,Toys,Wang Ning & family,$3.2 B,China
1048,Software,Peter Gassner,$3.2 B,United States
1049,Lithium batteries,Liu Jincheng & family,$3.2 B,China
1050,used cars,"Ernest Garcia, III",$3.2 B,United States
1051,Hotels,Choo Chong Ngen,$3.2 B,Singapore
1052,Gap,John Fisher,$3.2 B,United States
1053,Pharmaceuticals,Maja Oeri,$3.2 B,Switzerland
1054,Financial services,Peter Hargreaves,$3.2 B,United Kingdom
1055,Surveillance equipment,Fu Liquan & family,$3.2 B,China
1056,Hearing aids,Bill Austin,$3.2 B,United States
1057,Hair care products,Todd Christopher,$3.2 B,United States
1058,WhatsApp,Brian Acton,$3.1 B,United States
1059,Pharmaceuticals,Leena Tewari,$3.1 B,India
1060,"Banking, insurance, media",Yuri Kovalchuk & family,$3.1 B,Russia
1061,Medical equipment,Wu Guangming,$3.1 B,China
1062,Oil & gas,N. Murray Edwards,$3.1 B,Canada
1063,Retailing,Falguni Nayar,$3.1 B,India
1064,Software,Masahiro Noda,$3.1 B,Japan
1065,Real estate,P.N.C. Menon,$3.1 B,Oman
1066,"Construction, investments",Alicia Koplowitz,$3.1 B,Spain
1067,Paints,Kuldip Singh Dhingra,$3.1 B,India
1067,Paints,Gurbachan Singh Dhingra,$3.1 B,India
1069,Solar wafers and modules,Li Zhenguo & family,$3.1 B,China
1070,Footwear,Rafique Malik,$3.1 B,India
1071,"Auto dealers, investments",Abdulla Al Futtaim & family,$3.1 B,United Arab Emirates
1072,Real estate,Jerry Speyer & family,$3.1 B,United States
1073,Drugstores,Kevin David Lehmann,$3.1 B,Germany
1074,Energy,Ronald McAulay,$3.1 B,Hong Kong
1075,Industrial explosives,Kailashchandra Nuwal,$3.1 B,India
1076,Steel,Rufino Vigil Gonzalez,$3.1 B,Mexico
1077,Tractors,Lachhman Das Mittal,$3.1 B,India
1078,Sports teams,Theodore Leonsis,$3.1 B,United States
1079,Damaged cars,Willis Johnson,$3.1 B,United States
1080,Sports,David Blitzer,$3.1 B,United States
1081,Engineering,Otto Happel,$3.1 B,Germany
1082,Shoes,Ted Alfond,$3.1 B,United States
1082,Shoes,Susan Alfond,$3.1 B,United States
1082,Shoes,Bill Alfond,$3.1 B,United States
1085,Carpet,Ibrahim Erdemoglu,$3.1 B,Turkey
1086,Real estate,Geoffrey Palmer,$3.1 B,United States
1087,Real estate,Richard Peery,$3.1 B,United States
1088,Financial services,Nikhil Kamath,$3.1 B,India
1089,Pharmaceuticals,Cao Longxiang & family,$3.1 B,China
1090,Fast food,Andrew Cherng,$3.1 B,United States
1090,Fast food,Peggy Cherng,$3.1 B,United States
1092,Diversified,Sukanto Tanoto,$3.1 B,Indonesia
1093,Home furnishings,Akio Nitori,$3.1 B,Japan
1094,Real estate,Katharina Otto-Bernstein,$3.1 B,Germany
1095,Biomedical products,Jian Jun,$3.1 B,China
1096,Diversified,Theodore Rachmat,$3.1 B,Indonesia
1097,Gaming,Gang Ye,$3.1 B,Singapore
1098,Mining,Patrice Motsepe,$3.1 B,South Africa
1099,Cryptocurrency,Matthew Roszak,$3.1 B,United States
1100,Investments,Martin Ebner,$3.1 B,Switzerland
1101,Real estate,Yang Huiyan & family,$3.1 B,China
1102,Investments,Byron Trott,$3.1 B,United States
1103,Pharmaceuticals,Yusuf Hamied,$3.1 B,India
1104,Pharmaceuticals,Ramesh Juneja,$3.1 B,India
1105,Health IT,Phillip T. (Terry) Ragon,$3.0 B,United States
1106,Banking,Sergei Popov,$3.0 B,Russia
1107,Shopping centers,Tomas Olivo Lopez,$3.0 B,Spain
1108,Pipelines,Ray Davis,$3.0 B,United States
1109,Diversified,Somurai Jaruphnit,$3.0 B,Thailand
1110,Healthcare,Prathap Reddy,$3.0 B,India
1111,Real estate,Atul Ruia,$3.0 B,India
1112,"Brakes, investments",Julia Thiele-Schuerhoff,$3.0 B,Germany
1113,"Real estate, investments",George Argyros & family,$3.0 B,United States
1114,Chemicals,Antonio Del Valle Ruiz & family,$3.0 B,Mexico
1115,Electrical equipment,Zheng Jianjiang & family,$3.0 B,China
1116,Paper,Patrick Lee,$3.0 B,Hong Kong
1117,"Steel, Investments",Segolene Gallienne,$3.0 B,Belgium
1118,Hand tools,Qiu Jianping & family,$3.0 B,China
1119,Phamaceuticals,Rajeev Juneja,$3.0 B,India
1120,Hedge fund,Jeffrey Talpins,$3.0 B,United States
1121,"TV network, investments",Haim Saban,$3.0 B,United States
1122,"Tires, diversified",James Duff,$3.0 B,United States
1122,"Tires, diversified",Thomas Duff,$3.0 B,United States
1124,"Casinos, mixed martial arts",Frank Fertitta III,$3.0 B,United States
1125,E-commerce,Leonid Radvinsky,$3.0 B,United States
1126,Readymade garments,Ravi Modi,$3.0 B,India
1127,Investments,Pablo Legorreta,$3.0 B,United States
1128,Private equity,Scott Kapnick,$3.0 B,United States
1129,Conglomerate,Guo Guangchang,$3.0 B,China
1130,Chemical industry,Vladimir Litvinenko & family,$3.0 B,Russia
1131,Software services,Nandan Nilekani,$3.0 B,India
1132,"Logistics, real estate",Lindsay Fox,$3.0 B,Australia
1133,Real estate,Charles Cohen,$3.0 B,United States
1134,Drug delivery devices,Roger Samuelsson,$3.0 B,Sweden
1135,Plastic,Theo Roussis & Family,$3.0 B,Belgium
1136,TV shows,Oprah Winfrey,$3.0 B,United States
1137,Video streaming,Su Hua,$3.0 B,China
1138,"Palm oil, property",Lee Yeow Chor,$3.0 B,Malaysia
1139,Pharmaceuticals,Henri Beaufour,$3.0 B,France
1139,Pharmaceuticals,Anne Beaufour,$3.0 B,France
1141,Investments,Zhang Lei,$3.0 B,China
1142,Real estate,God Nisanov,$3.0 B,Russia
1142,Real estate,Zarakh Iliev,$3.0 B,Russia
1144,Biotech,Gustavo Denegri & family,$3.0 B,Italy
1145,"Software, investments",Eva Maria Bucher-Haefner,$3.0 B,Switzerland
1146,Real estate,Samvel Karapetyan,$3.0 B,Russia
1147,Publishing,Friede Springer,$3.0 B,Germany
1148,"Hair products, tequila",John Paul DeJoria,$2.9 B,United States
1149,Drugstores,Erwin Franz Mueller,$2.9 B,Germany
1150,Optometry,Marc Fielmann,$2.9 B,Germany
1151,Investments,Richard Chandler,$2.9 B,New Zealand
1152,manufacturing,Zhou Chaonan,$2.9 B,China
1153,"Movies, investments",Thomas Tull,$2.9 B,United States
1154,Pharmaceuticals,Ajay Piramal,$2.9 B,India
1155,"Defense, hotels",Michael Federmann & family,$2.9 B,Israel
1156,cryptocurrency exchange,Fred Ehrsam,$2.9 B,United States
1157,Fashion retail,Qiu Guanghe & family,$2.9 B,China
1158,Energy drinks,Rodney Sacks & family,$2.9 B,United States
1159,Starbucks,Howard Schultz,$2.9 B,United States
1160,"Supermarkets, investments",Ron Burkle,$2.9 B,United States
1161,Liquor,Wu Xiangdong,$2.9 B,China
1162,H&M,Lottie Tham & family,$2.9 B,Sweden
1163,Biotech investing,Wayne Rothbaum,$2.9 B,United States
1164,Cloud computing,Olivier Pomel,$2.9 B,France
1165,Construction,Robert Clark,$2.9 B,United States
1166,Chemicals,Miriam Baumann-Blocher,$2.9 B,Switzerland
1167,Consumer goods,Vivek Chand Burman,$2.9 B,India
1168,"Casinos, mixed martial arts",Lorenzo Fertitta,$2.9 B,United States
1169,Hedge fund,Karthik Sarma,$2.9 B,India
1170,Software,Sergey Dmitriev,$2.9 B,Cyprus
1171,Engineering,Bhadresh Shah,$2.9 B,India
1172,Investments,C. Dean Metropoulos,$2.9 B,United States
1173,"Media, investments",Koos Bekker,$2.9 B,South Africa
1174,Entertainment,Vincent McMahon,$2.9 B,United States
1175,Hedge funds,Daniel Sundheim,$2.9 B,United States
1176,Steel,Fang Wei,$2.9 B,China
1177,Software firm,Alexander Karp,$2.9 B,United States
1178,Cryptocurrency,Jed McCaleb,$2.9 B,United States
1179,Construction Vehicles,Stefan Wirtgen,$2.9 B,Germany
1179,Construction Vehicles,Jurgen Wirtgen,$2.9 B,Germany
1181,Hedge funds,Glenn Dubin,$2.9 B,United States
1182,"Oil, mining",Albert Avdolyan,$2.9 B,Russia
1183,Energy drinks,Hilton Schlosberg & family,$2.9 B,United Kingdom
1184,Investments,James Packer,$2.9 B,Australia
1185,Plastics,William Young,$2.9 B,United States
1186,"Copy machines, software",Yuji Otsuka,$2.8 B,Japan
1187,"Mining, steel",Alexander Frolov,$2.8 B,Russia
1188,Machinery,Zhang Xinghai & family,$2.8 B,China
1189,Shoes,Christian Birkenstock,$2.8 B,Germany
1190,Consumer goods,Kishore Mariwala,$2.8 B,India
1191,Cloud computing,Alexis Lê-Quôc,$2.8 B,United States
1192,Art collection,Philip Niarchos,$2.8 B,Greece
1193,Facebook,Sean Parker,$2.8 B,United States
1194,Electrical equipment,Surjit Kumar Gupta,$2.8 B,India
1195,Commodities,Harindarpal Banga,$2.8 B,India
1196,Information technology,Serge Godin,$2.8 B,Canada
1197,Telecom,Taha Mikati,$2.8 B,Lebanon
1198,Telecom,Najib Mikati,$2.8 B,Lebanon
1199,"Textiles, petrochemicals",Miao Hangen,$2.8 B,China
1200,"Google, venture capital",Kavitark Ram Shriram,$2.8 B,United States
1201,Cybersecurity,Matthew Prince,$2.8 B,United States
1202,Candy,Augusto Perfetti,$2.8 B,Italy
1203,Pharmaceuticals,Wu Guanjiang & family,$2.8 B,China
1204,Supermarkets,Eleanor Butt Crook & family,$2.8 B,United States
1205,Construction,Florentino Perez,$2.8 B,Spain
1206,"Transport, engineering, real estate",Roman Trotsenko,$2.8 B,Russia
1207,Printing,Glen Taylor,$2.8 B,United States
1208,Private equity,Doug Ostrover,$2.8 B,United States
1209,Chemicals,Du Jiangtao & family,$2.8 B,China
1210,Pharmaceuticals,Alexey Repik,$2.8 B,Russia
1211,"Engineering, construction",Riley Bechtel & family,$2.8 B,United States
1212,Auto parts,Zhou Bajin,$2.8 B,China
1213,Paper & related products,Li Hongxin & family,$2.8 B,China
1214,Hedge funds,Leon G. Cooperman,$2.8 B,United States
1215,Beer,Alejandro Santo Domingo,$2.8 B,United States
1216,Solar panels,Jin Baofang,$2.8 B,China
1217,Instagram,Kevin Systrom,$2.8 B,United States
1218,Retail,Ye Guofu,$2.8 B,China
1219,Accounting services,Christian Latouche & family,$2.8 B,France
1220,Biotech investing,Felix Baker,$2.8 B,United States
1221,Biotech investing,Julian Baker,$2.8 B,United States
1222,"Education, healthcare",Ranjan Pai,$2.8 B,India
1223,"Retail, real estate",Maren Otto,$2.7 B,Germany
1224,Airlines,Nguyen Thi Phuong Thao,$2.7 B,Vietnam
1225,Furniture,Todd Wanek,$2.7 B,United States
1226,Real estate,Chen Hua & family,$2.7 B,China
1227,Real estate,Maritsa Lazari & family,$2.7 B,United Kingdom
1228,Prosthetics,Hans Georg Naeder,$2.7 B,Germany
1229,Electronics,Bruce Cheng,$2.7 B,Taiwan
1230,Telecom,Denis O'Brien,$2.7 B,Ireland
1231,Real estate,Chao Teng-hsiung,$2.7 B,Taiwan
1232,Electronics,Sunil Vachani,$2.7 B,India
1233,Investment,Michael Hintze,$2.7 B,Australia
1234,Business software,Aneel Bhusri,$2.7 B,United States
1235,"Agriculture, land",Vadim Moshkovich,$2.7 B,Russia
1236,"Aluminum, utilities",Oleg Deripaska,$2.7 B,Russia
1237,Medical devices,Alberto Siccardi & family,$2.7 B,Switzerland
1238,Coca-Cola bottler,Sol Daurella,$2.7 B,Spain
1239,Fintech,Nik Storonsky,$2.7 B,United Kingdom
1240,Candy,Timm Oberwelland,$2.7 B,Germany
1241,Diversified,Farhad Moshiri,$2.7 B,United Kingdom
1242,Cryptocurrency,Tyler Winklevoss,$2.7 B,United States
1242,Cryptocurrency,Cameron Winklevoss,$2.7 B,United States
1244,Carpet,Ali Erdemoglu,$2.7 B,Turkey
1245,Hair dryers,Li Gaiteng,$2.7 B,China
1246,"Hotels, investments",John Pritzker,$2.7 B,United States
1247,Palm oil,Kuok Khoon Hong,$2.7 B,Singapore
1248,Diversified,Lu Weiding,$2.7 B,China
1249,Live entertainment,Kenneth Feld & family,$2.7 B,United States
1250,"Mining, banking, hotels",Bulat Utemuratov,$2.7 B,Kazakhstan
1251,"Hotels, motels",Ji Qi,$2.7 B,China
1252,Tobacco,Brad Kelley,$2.7 B,United States
1253,Real estate,Jeff Sutton,$2.7 B,United States
1254,Pharmaceuticals,Cen Junda,$2.7 B,China
1255,Sensor technology,Sebastian Glaser,$2.7 B,Germany
1256,Medical devices,Sybill Storz,$2.7 B,Germany
1256,Medical devices,Gudrun Heine,$2.7 B,Germany
1258,Real estate,Mitchell Goldhar,$2.7 B,Canada
1258,Finance,Thomas James,$2.7 B,United States
1260,Financial services,Stephen Lansdown,$2.7 B,Guernsey
1261,Home-cleaning robots,Qian Dongqi,$2.7 B,China
1262,Optometry,Sophie Luise Fielmann,$2.7 B,Germany
1263,Furniture,Gu Yuhua & family,$2.7 B,China
1264,3D printing,Hans Langer,$2.7 B,Germany
1265,Infant formula,Leng Youbin,$2.7 B,China
1266,Construction,Erman Ilicak,$2.7 B,Turkey
1267,"Electric bikes, scooters",Zhang Jian,$2.7 B,China
1268,Auto repair,Peter Unger,$2.7 B,Germany
1269,Diversified,Dan Olsson,$2.7 B,Sweden
1270,Banking,Gerald Ford,$2.7 B,United States
1271,Car dealerships,Herb Chambers,$2.7 B,United States
1272,Steel,Tran Dinh Long,$2.6 B,Vietnam
1273,Campbell Soup,John Dorrance III,$2.6 B,Ireland
1274,"Banking, real estate",Bernard Saul II & family,$2.6 B,United States
1275,mobile games,Adam Foroughi,$2.6 B,United States
1276,Investments,Chen Fashu,$2.6 B,China
1277,Engineering,Wolfgang Leitner,$2.6 B,Austria
1278,Samsung,Lee Boo-jin,$2.6 B,South Korea
1279,Food processing,John Tyson & family,$2.6 B,United States
1280,"Casinos, real estate",Phil Ruffin,$2.6 B,United States
1281,Education,Bertil Hult,$2.6 B,Sweden
1282,"Homebuilding, NFL team",Dwight Schar,$2.6 B,United States
1283,Laboratory services,Gilles Martin,$2.6 B,France
1284,Glass,Ruan Hongliang,$2.6 B,China
1285,Shipping,Tung Chee Hwa,$2.6 B,Hong Kong
1286,Adhesives,Ajay Parekh,$2.6 B,India
1287,"Hotels, investments",Daniel Pritzker,$2.6 B,United States
1288,Pharmaceuticals,Bernard Fraisse & family,$2.6 B,France
1289,Building materials,Eugene Murtagh,$2.6 B,Ireland
1290,Cobalt,Xie Weitong,$2.6 B,Taiwan
1291,Investments,Lirio Parisotto,$2.6 B,Brazil
1292,Flavorings,Deng Wen,$2.6 B,China
1293,Household chemicals,Chen Kaixuan,$2.6 B,China
1294,"Property, healthcare",Jeffrey Cheah,$2.6 B,Malaysia
1295,Textiles,Balkrishan Goenka,$2.6 B,India
1296,Real estate,Kei Hoi Pang,$2.6 B,China
1297,Steel pipes,Anatoly Sedykh,$2.6 B,Russia
1298,Adhesives,Narendrakumar Parekh,$2.6 B,India
1299,Shipping,George Prokopiou & family,$2.6 B,Greece
1300,Hedge funds,Henry Laufer,$2.6 B,United States
1301,Jewellery,G. Rajendran,$2.6 B,India
1302,Real estate,Chan Tan Ching-fen,$2.6 B,Hong Kong
1303,Imaging systems,Huang Li,$2.6 B,China
1304,Conglomerate,Caroline Hagen Kjos,$2.6 B,Norway
1305,Auto parts,Anurang Jain,$2.6 B,India
1306,Cement,Yadu Hari Dalmia & family,$2.6 B,India
1307,Sports apparel,Stephen Rubin,$2.6 B,United Kingdom
1308,Virgin,Richard Branson,$2.6 B,United Kingdom
1309,Electronics components,Robert G. Miller,$2.6 B,Canada
1310,Pharmaceuticals,Cai Dongchen,$2.6 B,China
1311,Retail,Benjamin Otto,$2.6 B,Germany
1312,E-cigarettes,Chen Zhiping,$2.6 B,China
1313,Supermarkets,Lin Ming-hsiung,$2.6 B,Taiwan
1314,"FIAT, investments",John Elkann,$2.6 B,Italy
1315,Yahoo,Jerry Yang,$2.6 B,United States
1316,Real estate,Roy Carroll II,$2.6 B,United States
1317,Estée Lauder,Jane Lauder,$2.6 B,United States
1318,Coffee,Travis Boersma,$2.5 B,United States
1319,Retailing,Bruce Wilson,$2.5 B,Australia
1319,Retailing,John Wilson,$2.5 B,Australia
1319,Retailing,Alan Wilson,$2.5 B,Australia
1322,"Real estate, media",Mortimer Zuckerman,$2.5 B,United States
1323,"Oil, investments",Edward Bass,$2.5 B,United States
1324,Pharmaceuticals,Wilhelm Beier & family,$2.5 B,Germany
1325,Food,Issad Rebrab & family,$2.5 B,Algeria
1326,Healthcare,Abhay Soi,$2.5 B,India
1327,Chemicals,Jiang Weiping & family,$2.5 B,China
1328,"Aluminum, diversified",Song Zuowen,$2.5 B,China
1329,Hearing aids,Beda Diethelm,$2.5 B,Switzerland
1330,Real estate,Or Wai Sheun,$2.5 B,Hong Kong
1331,Oil and gas,Vardis Vardinoyannis & family,$2.5 B,Greece
1332,Technology,Anthony Hall,$2.5 B,Australia
1333,Cable television,Ted Turner,$2.5 B,United States
1334,Pharmaceuticals,Hu Kaijun,$2.5 B,China
1335,Heating and cooling equipment,Martin Viessmann,$2.5 B,Germany
1336,Software,Frank Slootman,$2.5 B,United States
1337,Commodities,Tor Peterson,$2.5 B,United States
1338,LinkedIn,Reid Hoffman,$2.5 B,United States
1339,Music,Jay-Z,$2.5 B,United States
1340,Private equity,Scott Shleifer,$2.5 B,United States
1341,Chemicals,Yang Weidong & family,$2.5 B,China
1342,Spirits,Jean-Pierre Cayard,$2.5 B,France
1343,"Investments, cryptocurrency",Michael Novogratz,$2.5 B,United States
1344,Liquor,Richard Sands,$2.5 B,United States
1345,Cryptocurrency,Stuart Hoegner,$2.5 B,Canada
1346,Hedge funds,Joseph Edelman,$2.5 B,United States
1347,"Online games, investments",Shi Yuzhu,$2.5 B,China
1348,Technology,Sam Hupert,$2.5 B,Australia
1349,"Copper, education",Feng Hailiang,$2.5 B,China
1350,Tequila,Karen Virginia Beckmann Legoretta,$2.5 B,Mexico
1351,Scientific equipment,Frank Laukien,$2.5 B,United States
1352,agribusiness,Alexander Lutsenko & family,$2.5 B,Russia
1353,Online games,Yoo Jung-hyun,$2.5 B,South Korea
1354,Real estate,Alexander Svetakov,$2.5 B,Russia
1355,Sports,Larry Tanenbaum,$2.5 B,Canada
1356,Diversified,Lucio Tan,$2.5 B,Philippines
1357,Gambling,Paul Gauselmann & family,$2.5 B,Germany
1358,Investments,Juan Abello,$2.5 B,Spain
1359,Casinos,Angela Leong,$2.5 B,Hong Kong
1360,Liquor,Charles Bronfman,$2.5 B,Canada
1361,E-commerce,Martin Lau,$2.5 B,Hong Kong
1362,Hedge funds,Stephen Mandel Jr,$2.5 B,United States
1363,Diversified,Kwek Leng Kee,$2.5 B,Singapore
1364,Business software,Sekar Vembu,$2.5 B,India
1365,Samsung,Lee Seo-hyun,$2.4 B,South Korea
1366,Private equity,Ivan Tavrin,$2.4 B,Russia
1367,Retail,Roger Wang,$2.4 B,United States
1368,Diversified,Douglas Hsu,$2.4 B,Taiwan
1369,Slim-Fast,S. Daniel Abraham,$2.4 B,United States
1370,Luxury goods,Alberto Prada,$2.4 B,Italy
1370,Luxury goods,Marina Prada,$2.4 B,Italy
1372,Herbal products,Chen Tei-fu,$2.4 B,Taiwan
1373,Manufacturing,Anthony Langley,$2.4 B,United Kingdom
1374,Electronics,Steven Meng Yang & family,$2.4 B,China
1375,Biotech,Xie Liangzhi & family,$2.4 B,China
1376,Diversified,Sun Guangxin,$2.4 B,China
1377,SAP,Hans-Werner Hector,$2.4 B,Germany
1378,Investments,Solina Chau,$2.4 B,Hong Kong
1379,Video streaming app,Cheng Yixiao,$2.4 B,China
1380,Social media,Ben Silbermann,$2.4 B,United States
1381,Software,William Stone,$2.4 B,United States
1382,Software services,K. Dinesh,$2.4 B,India
1383,Fertilizer,Julio Ponce Lerou,$2.4 B,Chile
1384,Payments software,Arnout Schuijff,$2.4 B,Netherlands
1385,Solar panel materials,Zhu Gongshan & family,$2.4 B,China
1386,"Real estate, investments",Georg von Opel,$2.4 B,Switzerland
1387,Consumer goods,Anand Burman,$2.4 B,India
1388,Finance,T.Y. Tsai,$2.4 B,Taiwan
1389,Agribusiness,Xue Hua,$2.4 B,China
1390,Sandwich chain,Jimmy John Liautaud,$2.4 B,United States
1391,"Software, investments",Shlomo Kramer,$2.4 B,Israel
1392,cosmetics,Daniel Rocher,$2.4 B,France
1393,cosmetics,Bris Rocher,$2.4 B,France
1394,electric systems,Bent Jensen & Family,$2.4 B,Denmark
1395,Private equity,Bruce Karsh,$2.4 B,United States
1396,Retail,Solomon Lew,$2.4 B,Australia
1397,Online games,David Baszucki,$2.4 B,United States
1398,robotics,Zhou Jian,$2.4 B,China
1399,Private equity,Scott Nuttall,$2.4 B,United States
1400,Pharmaceuticals,Prem Kumar Arora,$2.4 B,India
1401,Diversified,Ferit Faik Sahenk,$2.4 B,Turkey
1402,Pharmaceuticals,Basudeo Singh,$2.4 B,India
1403,Pharmaceuticals,Ye Chenghai & family,$2.4 B,Hong Kong
1404,AOL,Steve Case,$2.4 B,United States
1405,"Logistics, baseball",Jim Crane,$2.4 B,United States
1406,Cosmetics,Sylvia Stroeher,$2.4 B,Germany
1407,Touch screens,Zhang Fan,$2.4 B,China
1408,Chemicals,Dmitry Mazepin,$2.4 B,Russia
1409,"Refinery, chemicals",Airat Shaimiev,$2.4 B,Russia
1410,Beef processing,Henry Davis,$2.4 B,United States
1411,communication equipment,Zou Zhinong & family,$2.4 B,China
1412,Mutual funds,Andreas Pohl,$2.4 B,Germany
1413,"Metals, coal",Sun Shoukuan,$2.4 B,China
1414,Investments,Liang Xinjun,$2.4 B,Singapore
1415,Restaurants,Kentaro Ogawa,$2.4 B,Japan
1416,Investing,Pierre van der Mersch,$2.4 B,Belgium
1417,Shoes,Alexandre Grendene Bartelle,$2.4 B,Brazil
1418,Formula One,Bernard Ecclestone & family,$2.4 B,United Kingdom
1418,Real estate,David Fong,$2.4 B,Hong Kong
1420,Real estate,David Walentas,$2.3 B,United States
1421,Restaurants,Shi Yonghong & family,$2.3 B,China
1422,Software,Pavel Baudis,$2.3 B,Czech Republic
1423,Shipping,Constantinos Martinos & family,$2.3 B,Greece
1424,Internet service provider,Ralph Dommermuth,$2.3 B,Germany
1425,Firearms,Ugo Gussalli Beretta & family,$2.3 B,Italy
1426,"Banking, shipping",Spiro Latsis & family,$2.3 B,Greece
1427,Automotive,Shmuel Harlap,$2.3 B,Israel
1428,Automotive brakes,Alberto Bombassei,$2.3 B,Italy
1429,"Palm oil, property",Lee Yeow Seng,$2.3 B,Malaysia
1430,Software,Alan Trefler,$2.3 B,United States
1431,Art collection,David Nahmad,$2.3 B,Monaco
1432,Snack bars,Daniel Lubetzky,$2.3 B,United States
1433,Retail,Mi Enhua,$2.3 B,China
1434,"Virtual reality, defense technology",Palmer Luckey,$2.3 B,United States
1435,"Oil & gas, investments",Arvind Tiku,$2.3 B,India
1436,Cables & wires,Inder Jaisinghani,$2.3 B,India
1437,Infrastructure,P.P. Reddy,$2.3 B,India
1438,Consumer goods,Stein Erik Hagen,$2.3 B,Norway
1439,Chemicals,Anita Zucker,$2.3 B,United States
1440,Luxury goods,Domenico Dolce,$2.3 B,Italy
